2015-09-18 09:20:30,858,Weather Forecast Logger,INFO,Max:,18.78, Min:,17.18
2015-09-18 09:30:20,808,Weather Forecast Logger,INFO,wefwerff
2015-09-18 09:31:26,461,Weather Forecast Logger,INFO,1234
